timestamp,mission_id,battery_voltage,battery_current,battery_temperature,signal_strength,attitude_error,payload_temperature,propulsion_pressure,radiation_level
2026-01-01 00:00:00+00:00,ASTRA-DEMO,28.216759439386493,2.2218300957938752,22.175596394807624,-83.64085789746896,0.15663373720768337,25.0701445069576,210.10968861618073,0.1289940269922704
2026-01-01 00:01:00+00:00,ASTRA-DEMO,28.147243032717153,2.167513072985544,22.276890573257884,-83.28898005531617,0.19948066000722559,25.033453323851933,209.95414935176603,0.12087672071662003
2026-01-01 00:02:00+00:00,ASTRA-DEMO,28.25014542605015,2.1382480872984155,22.391019015488432,-82.85598977474912,0.0801741754119827,25.003410376808777,210.23902055468076,0.1271620020876981
2026-01-01 00:03:00+00:00,ASTRA-DEMO,28.265002750016986,2.2270074135054294,22.07708514403761,-82.99345285795887,0.10761764585338357,25.330721139028945,210.09422087073335,0.11597558108403047
2026-01-01 00:04:00+00:00,ASTRA-DEMO,28.110324884100528,2.194922113587501,22.24170992331658,-82.99710449164499,0.12769897453366563,24.947603459085467,210.13783717390797,0.11955397046203575
2026-01-01 00:05:00+00:00,ASTRA-DEMO,28.15031767025943,2.2608098176369933,22.51381428860444,-82.93709157097959,0.21114126033521152,25.44507485847069,209.9259377924123,0.11896051008630959
2026-01-01 00:06:00+00:00,ASTRA-DEMO,28.233206797917894,2.1912062979167226,22.17264039849291,-82.77547485500615,0.16989054440217538,25.048078401137346,209.50172853180896,0.11247548596638791
2026-01-01 00:07:00+00:00,ASTRA-DEMO,28.21293949773448,2.11831069050827,22.17460493833038,-83.2126214691756,0.18685610341614295,24.87300638214199,209.45703286043198,0.12595873381123576
2026-01-01 00:08:00+00:00,ASTRA-DEMO,28.23347244541953,2.1146413358578693,22.35275677248093,-82.5379167728706,0.12009436783058193,25.129411027271665,210.4659427428879,0.12585224105020526
2026-01-01 00:09:00+00:00,ASTRA-DEMO,28.191436627071788,2.2845952894553228,22.469340781286828,-82.53244543888162,0.12081624436553158,24.93676552417599,210.06725517490312,0.1253419922541501
2026-01-01 00:10:00+00:00,ASTRA-DEMO,28.290560119479203,2.2921383424137365,22.349504476905828,-82.61634866009334,0.17567348008529488,25.008511608974832,209.94272614946348,0.1338326908852588
2026-01-01 00:11:00+00:00,ASTRA-DEMO,28.288680782553477,2.1906147023579305,22.573291485837014,-82.53031726991453,0.16203960158274064,25.228272162681986,210.23333866254984,0.13304410321112672
2026-01-01 00:12:00+00:00,ASTRA-DEMO,28.253101272611445,2.182147516693088,22.51023058207017,-82.60909474831134,0.17920585866024444,25.26939751797553,210.60506743503993,0.11662549779135778
2026-01-01 00:13:00+00:00,ASTRA-DEMO,28.31488256413403,2.2858972605338534,22.51978625283018,-81.92919797011399,0.15343151531750418,25.069565735675045,210.34558526311582,0.12335747086590759
2026-01-01 00:14:00+00:00,ASTRA-DEMO,28.2818488439156,2.1464668079657017,22.485134045532938,-82.71733174073393,0.16973503042591195,25.37099823227966,209.98545442897026,0.11438759379667608
2026-01-01 00:15:00+00:00,ASTRA-DEMO,28.211953062797104,2.1595071541626925,22.779674014950263,-82.78361203902892,0.16553416797167883,25.412843024450805,210.84790257132045,0.120210197845031
2026-01-01 00:16:00+00:00,ASTRA-DEMO,28.28239104682859,2.2449780021317185,22.384558267745618,-82.93697311595051,0.1872218586179724,25.47374114345125,211.02118224486202,0.11460225495793021
2026-01-01 00:17:00+00:00,ASTRA-DEMO,28.21207516863579,2.188277453097326,22.106284424154204,-83.0276826866118,0.18824528986805647,25.32067853482472,210.54661905330218,0.13458063278222446
2026-01-01 00:18:00+00:00,ASTRA-DEMO,28.31563244535653,2.2095893713663046,22.692292573588954,-83.09423733612486,0.10330448019628805,25.48041524106367,210.774736974028,0.12327328335308665
2026-01-01 00:19:00+00:00,ASTRA-DEMO,28.26686800360355,2.2002775922126525,22.370416841524186,-82.94616463004641,0.08134560056307005,24.90548093440148,210.90695164210518,0.1180377378470602
2026-01-01 00:20:00+00:00,ASTRA-DEMO,28.261527946087405,2.226739957134881,22.46819468738327,-82.6235720545643,0.19506108891780277,25.195218116689247,210.86702157279402,0.1307425671467074
2026-01-01 00:21:00+00:00,ASTRA-DEMO,28.236104473398083,2.2840108241162618,22.666972703768735,-82.45921761050668,0.2015703782641678,25.10416602153999,210.64412262140218,0.1004644613118413
2026-01-01 00:22:00+00:00,ASTRA-DEMO,28.342428629158405,2.209540015489137,22.206799467790244,-82.55762870538642,0.12427819431703319,25.28882286302136,210.64520044884037,0.1018730766462124
2026-01-01 00:23:00+00:00,ASTRA-DEMO,28.26809098652086,2.237482422264928,22.26780182386427,-82.86008404772842,0.094905760770903,25.170968322622745,210.61679779817916,0.12716254789697795
2026-01-01 00:24:00+00:00,ASTRA-DEMO,28.25419700189009,2.0863842665946395,22.21593814244271,-82.22055781005892,0.16346621873525202,25.249703314239216,209.89497320699914,0.1205442160330563
2026-01-01 00:25:00+00:00,ASTRA-DEMO,28.25931268795773,2.1931362966533356,22.348318309916976,-82.2764479975811,0.19257933792226853,25.623486864243404,210.70872558675973,0.12225401670234684
2026-01-01 00:26:00+00:00,ASTRA-DEMO,28.30863926240911,2.145731838155553,22.54810975717559,-82.61425366004968,0.22291580828520102,25.25851789226949,209.78669499901144,0.10806243507013305
2026-01-01 00:27:00+00:00,ASTRA-DEMO,28.29989902246835,2.121020706150823,22.563168651099176,-82.79923539100078,0.17807041502355078,25.367199624442236,210.04142823983537,0.1197908966023467
2026-01-01 00:28:00+00:00,ASTRA-DEMO,28.302691002573308,2.135388674648617,22.524171349966917,-82.34164965232233,0.14698991561950067,25.253826439610176,210.98655782519126,0.13803158469361207
2026-01-01 00:29:00+00:00,ASTRA-DEMO,28.303630152696716,2.160663682221365,22.253729949936705,-82.47893567564182,0.1287404282445298,25.311442289143507,210.77777406086878,0.12741779657816277
2026-01-01 00:30:00+00:00,ASTRA-DEMO,28.397423254668013,2.2245286892697504,22.10909767830927,-83.10235477758943,0.16040079520847292,25.30033149845971,211.06749241345935,0.1215273589062853
2026-01-01 00:31:00+00:00,ASTRA-DEMO,28.256731733273643,2.096116545143085,22.485492530774252,-82.58098185191585,0.14952573536401603,25.380633461131975,210.27316932321472,0.11604851480905556
2026-01-01 00:32:00+00:00,ASTRA-DEMO,28.25011910625833,2.1655094924197575,22.3985394318683,-82.46003132440211,0.12447262329949144,25.509627437310943,209.8729503032118,0.11644884433317546
